bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,available_copies,publication_date,publisher,subject
5207,Corpse: Nature  Forensics  and the Struggle to Pinpoint Time of Death,Jessica Snyder Sachs,3.93,738207713,9.78074E+12,eng,270,937,70,10/17/2002,Basic Books,"{''Time'',''Time''}"
5209,J.K. Rowling - A Biography,Sean Smith,3.73,1843170175,9.78184E+12,eng,248,937,41,05/01/03,Michael O'Mara Books,{}
5210,The Black Marble,Joseph Wambaugh,3.83,440613965,9.78044E+12,en-US,416,936,45,09/02/98,Dell,{'Fiction'}
5211,Toast  and Other Stories,Charles Stross,3.8,809556030,9.78081E+12,eng,247,935,34,12/13/2005,Cosmos Books (OH),{}
5212,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,4.46,141184841,9.78014E+12,eng,287,934,82,9/28/2000,Penguin,"{''Wermacht'',''Anachronisms'',''Sinologists'',''neighbourhoods'',''murder'',''pesos'',''history'',''hexagons'',''Jews'',''hanging'',''tigers'',''synagogues'',''hanging'',''Latin'',''compassion'',''fixation'',''astrolabes'',''duodecimals'',''queens'',''Tetragrammaton'',''lotteries'',''Gaelic'',''fixation'',''Christianity'',''cowards'',''Lutheranism'',''mosques'',''languages'',''Illiad'',''Fiction''}"
5213,Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,1402726627,9.7814E+12,eng,160,933,26,3/28/2006,Sterling,"{''Fantasy'',''Fiction''}"
5214,Asylum (Blackstone Chronicles  #6),John Saul,4.1,449227944,9.78045E+12,eng,97,932,24,06/03/97,Fawcett,{}
5216,Star Wars Tales  Vol. 1,Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring,3.89,1569716196,9.78157E+12,eng,220,932,36,1/27/2004,Dark Horse Books,
5217,Whores for Gloria,William T. Vollmann,3.69,140231579,9.78014E+12,en-US,160,932,111,02/01/94,Penguin Books,{}
5353,A Scandalous Life: The Biography of Jane Digby,Mary S. Lovell,4.02,1857024699,9.78186E+12,en-US,365,850,92,06/02/03,Fourth Estate,"{''History'',''Nobility'',''Nobility'',''Scandals''}"
5219,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,553565923,9.78055E+12,en-US,246,928,27,11/01/94,Bantam Starfire,
5355,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,553286374,9.78055E+12,eng,348,847,60,04/07/90,Bantam Books,{}
5220,The Mind Parasites,Colin Wilson,3.77,974935999,9.78097E+12,en-GB,240,927,90,10/01/05,Monkfish Book Publishing,{'Fiction'}
5230,Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,4.19,670044369,9.78067E+12,eng,302,924,59,11/28/2003,Penguin Books Canada,{}
5237,The Rabbi,Noah Gordon,3.69,449214540,9.78045E+12,eng,448,921,44,08/12/87,Fawcett,"{''Novela'',''Esposas'',''Rabbis''}"
5240,The Second World War: A Complete History,Martin  Gilbert,4.2,805076239,9.78081E+12,eng,928,919,44,06/01/04,Holt McDougal,{}
5249,Atlas Shrugged,Ayn Rand,3.69,451171926,9.78045E+12,eng,1074,912,128,03/03/92,Signet,"{''Capitalism'',''Success'',''Egoism''}"
5361,Death in the Andamans,M.M. Kaye,3.93,312252811,9.78031E+12,eng,272,845,57,02/11/00,Minotaur Books,{'Fiction'}
5255,Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,John Ostrander/W. Haden Blackman,3.85,1569719624,9.78157E+12,eng,128,911,38,9/15/2003,Dark Horse Books,{}
5363,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,1595821066,9.7816E+12,en-US,208,844,26,11/22/2006,Digital Manga Publishing / Dark Horse,{'Fiction'}
5261,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08,385491735,9.78039E+12,eng,498,908,56,11/10/98,Anchor,"{''Biographies'',''Biography''}"
5365,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,385092105,9.78039E+12,en-US,320,843,42,05/07/90,Anchor,"{''Ethics'',''Philosophy''}"
5366,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,4.34,1400042550,9.7814E+12,eng,656,843,30,8/17/2004,Everyman's Library,{}
5367,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,4.04,761512195,9.78076E+12,eng,304,843,57,01/07/98,Three Rivers Press,{}
5272,An Episode of Sparrows,Rumer Godden,4.21,1590171241,9.78159E+12,en-GB,247,900,126,10/31/2004,The New York Review Children's Collection,"{''Orphanages'',''Orphans'',''Orphans''}"
5369,La caverna,José Saramago/Pilar del Río,3.84,846630679X,9.78847E+12,spa,441,842,69,02/01/03,Punto de Lectura,
5289,Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,4.32,743253299,9.78074E+12,eng,528,893,97,02/03/04,Scribner,"{''Biography'',''Folklorists'',''Biography''}"
5294,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,1591164591,9.78159E+12,eng,200,891,13,08/10/04,VIZ Media LLC,"{''manga'',''Camping'',''Teenagers''}"
5296,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,006251279X,9.78006E+12,en-US,272,888,92,05/01/95,HarperOne,{}
5297,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,679643362,9.78068E+12,eng,129,888,60,7/18/2006,Modern Library,"{''Mysticism'',''Mysticism'',''Ficción'',''Literary'',''Readers'',''Mythology'',''Ficción'',''Mythology''}"
5378,Island: Collected Stories,Alistair MacLeod,4.19,99422328,9.7801E+12,eng,448,837,102,09/05/02,Vintage,{'Fiction'}
5379,Northern Lights (His Dark Materials  #1),Philip Pullman,3.98,439994128,9.78044E+12,en-GB,399,836,62,9/14/2001,Scholastic Press,"{''Experiments'',''General'',''Mädchen'',''General'',''skjønnlitteratur'',''Kidnapping'',''General'',''Amitié'',''Science'',''Magia'',''Mädchen'',''Witches'',''Amitie'',''Amitie'',''Magia'',''Enlevement'',''Magic'',''Magie''}"
5380,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,155709103X,9.78156E+12,eng,30,835,113,08/01/89,Applewood Books,{}
5381,Wild Card (Tom Clancy's Power Plays  #8),Jerome Preisler/Tom Clancy/Martin Greenberg,3.96,425199118,9.78043E+12,eng,352,835,13,11/02/04,Berkley,"{''Fiction'',''oil''}"
5382,Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,439071712,9.78044E+12,en-GB,160,834,42,08/01/04,Scholastic,"{''Families'',''Family'',''Moving''}"
5383,Something Wicked This Way Comes,Ray Bradbury,3.94,965020452,9.78097E+12,eng,293,834,54,01/01/01,Bookspan,"{''Carnivals'',''Friendship''}"
5384,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,3.7,1594200904,9.78159E+12,eng,371,833,127,08/03/06,Penguin Press,"{''Ghosts'',''Spiritualisme'',''History'',''Spiritualism''}"
5385,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,713997273,9.78071E+12,eng,278,832,118,01/11/05,Penguin,"{''Intuición'',''Nonfiction'',''Education'',''History'',''PSYCHOLOGY'',''Business''}"
5386,Summer of my German Soldier,Bette Greene,3.68,142406511,9.78014E+12,en-US,240,832,91,4/20/2006,Puffin Books,{'Friendship'}
5387,The Golden Apples,Eudora Welty,3.88,015636090X,9.78016E+12,eng,288,830,76,9/14/1956,Mariner Books,{}
5388,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,140503447,9.78014E+12,en-US,32,830,41,10/29/1981,Puffin Books,{}
5389,Philosophy: The Basics,Nigel Warburton,3.84,203506413,9.78042E+12,eng,169,830,70,07/01/04,Routledge,{}
5390,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,4.17,057506885X,9.78058E+12,eng,160,830,83,10/18/2001,Gollancz,"{''Fiction'',''Fiction''}"
5391,Kiss & Tell,Alain de Botton,3.56,312155611,9.78031E+12,eng,258,828,46,5/15/1997,Picador,{}
5392,High Fidelity,Nick Hornby,3.94,1573228214,9.78157E+12,en-US,323,827,101,03/01/00,Riverhead Books,"{''Ficción'',''Psychology'',''Fiction'',''Ficción''}"
5393,The Sword of Angels (The Bronze Knight  #3),John Marco,3.9,075640360X,9.78076E+12,en-US,980,827,23,07/01/06,Daw Books,
5394,Crossroads of Twilight (Wheel of Time  #10),Robert Jordan,3.82,1841491837,9.78184E+12,eng,818,827,48,11/06/03,Orbit,{'Fantasy'}
5395,About a Boy,Nick Hornby,3.8,141007338,9.78014E+12,eng,278,825,73,04/04/02,Penguin,"{''Solteros'',''Ficción'',''Fiction''}"
5304,The Collected Short Stories of Maxim Gorky,Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg,3.96,806510757,9.78081E+12,eng,404,883,16,8/18/1988,Citadel Press,{'Fiction'}
5397,Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard,3.86,1559278226,9.78156E+12,eng,10,825,49,01/07/03,Macmillan Audio,"{''Police'',''Fiction''}"
5398,The Fall of a Sparrow,Robert Hellenga,3.69,684850273,9.78068E+12,eng,464,824,89,07/06/99,Scribner,"{''Sisters'',''Bombings'',''Children''}"
5399,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden,4.14,385721005,9.78039E+12,eng,278,824,59,11/06/01,Anchor Books,{}
5400,The Art of Warfare,Sun Tzu/Roger T. Ames,3.97,034536239X,9.78035E+12,eng,336,824,55,03/02/93,Ballantine Books,"{''HISTORY'',''Leadership'',''Competition'',''History'',''Business'',''Management'',''Sales'',''Marketing'',''HISTORY'',''Philosophy'',''Guerre'',''HISTORY'',''HISTORY'',''China'',''Fiction'',''Fiction'',''Fiction''}"
5401,The Girl With The Golden Eyes,Honoré de Balzac,3.35,1419163868,9.78142E+12,eng,72,801,56,6/17/2004,Kessinger Publishing,
5305,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,786918144,9.78079E+12,eng,397,878,9,03/01/01,Wizards of the Coast,
5403,Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2),Linda Lael Miller,4.04,743411544,9.78074E+12,eng,393,823,40,01/01/01,Pocket Books,"{''Twins'',''Outlaws''}"
5306,A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,4.14,156030411,9.78016E+12,en-US,112,878,81,08/01/05,Mariner Books,"{''Femmes'',''Femmes'',''Peace'',''Mujeres'',''Feminism'',''History'',''Literature'',''Authorship'',''Literature'',''Women''}"
5405,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9.7814E+12,eng,244,821,78,08/10/04,Vintage Crime/Black Lizard,"{''Fiction'',''Mystery''}"
5406,Everyman,Philip Roth,3.58,061873516X,9.78062E+12,en-US,182,821,131,05/09/06,Houghton Mifflin,"{''Aging'',''Death'',''Mortality'',''Altern'',''Fiction'',''Lebenslauf''}"
5407,La Débâcle,Émile Zola/Robert Lethbridge/Elinor Dorday,4.01,192822896,9.78019E+12,eng,592,821,52,9/28/2000,Oxford University Press,{'Fiction'}
5408,Winston Churchill,John Keegan,3.83,670030791,9.78067E+12,en-GB,196,821,91,10/14/2002,Viking Books,{}
5409,The Three Musketeers (The d'Artagnan Romances. #1),Alexandre Dumas/Keith Wren,4.07,1853260401,9.78185E+12,eng,592,820,92,05/05/01,Wordsworth Editions,"{''Swordplay'',''Readers'',''Histoire''}"
5411,Einstein's Monsters,Martin Amis/Erroll McDonald,3.4,679729968,9.78068E+12,eng,151,820,33,01/05/11,Vintage International,{}
5307,The Cuckoo Tree (The Wolves Chronicles  #6),Joan Aiken,4.04,618070230,9.78062E+12,eng,304,878,44,9/25/2000,HMH Books for Young Readers,{}
5308,Wide Sargasso Sea,Jean Rhys,3.58,140818030,9.78014E+12,en-US,168,878,79,4/26/2001,Penguin Classics,"{''feminist'',''Britanniques'',''Creoles'',''feminist''}"
5309,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,4.01,674954017,9.78067E+12,eng,160,877,27,7/15/1984,Harvard University Press,{}
5310,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,553382160,9.78055E+12,eng,762,877,55,01/01/03,Bantam,
5416,The Illustrated A Brief History of Time,Stephen Hawking,4.17,553103741,9.78055E+12,eng,256,817,63,11/01/96,Bantam Books,"{''Cosmologie'',''Astrophysique'',''Physique'',''Allgemeinwissen'',''Cosmology'',''Astronomy'',''Astrophysik'',''Kosmologie'',''Raum'',''Time'',''Cosmología'',''Astrophysik'',''Astrophysik'',''Cosmologia'',''Creation''}"
5345,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9.78039E+12,eng,627,856,105,7/17/1989,Vintage,{'Americans'}
5418,Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,3.56,074329243X,9.78074E+12,en-US,283,817,73,12/26/2006,Free Press,
5346,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,141185473,9.78014E+12,eng,557,856,146,12/01/00,Penguin Classics,"{''Grandparents'',''Pioneers'',''Adultery'',''Historians'',''Pioneers'',''Families'',''Literature'',''Aged'',''Family''}"
5421,Player's Handbook II,David Noonan,3.76,786939184,9.78079E+12,eng,221,815,7,05/09/06,Wizards of the Coast,
5422,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,9.78097E+12,eng,405,814,51,11/26/2003,High Point Media,"{''Cooking'',''Cookery''}"
5423,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,674990463,9.78067E+12,eng,496,813,14,01/01/77,Harvard University Press,"{''Readers'',''Mythology'',''Knowledge'',''Seduction'',''Readers'',''Incantations'',''Seduction'',''Influence'',''Readers'',''POETRY'',''Correspondence'',''Knowledge'',''Literature''}"
5424,Taking Sides (Sweet Valley High  #31),Francine Pascal/Kate William,3.38,553258869,9.78055E+12,en-GB,134,813,23,09/01/86,Bantam Books,{}
5425,Prey,Graham Masterton,3.83,843946334,9.78084E+12,eng,352,812,51,11/01/99,Leisure Books,
5426,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,9.78014E+12,eng,384,811,77,04/04/02,Penguin Books,"{''Fastfood'',''Diet'',''politics'',''Labor'',''sociology'',''Cookery'',''Agribusiness'',''Lebensmittelfälschung'',''History'',''cooking'',''cooking'',''foods''}"
5314,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,1593080409,9.78159E+12,eng,709,874,57,10/01/03,Barnes  Noble Classics,"{''governesses'',''blackmail'',''extortion'',''Nihilism'',''oaks'',''hanging'',''launches'',''butlers'',''cattle'',''fingerprints'',''forges'',''pawnbrokers'',''whist'',''Intestacy'',''clerks'',''pennies'',''tutors'',''traps'',''tests'',''prospecting'',''History'',''coffee'',''scrips'',''brokers'',''treaties'',''asphyxiation'',''clerks'',''governesses'',''poison'',''mires'',''cattle'',''hemoglobin'',''treaties'',''anonymity'',''Romani'',''proofs'',''tutors'',''riddles'',''novel'',''tombs'',''ancestors'',''carbuncles'',''riddles'',''dogs'',''jewellery'',''pioneers'',''forges'',''proofs'',''moorland'',''crocodiles'',''convict'',''opium'',''convict'',''traps'',''ancestors'',''extortion'',''gemstones''}"
5428,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,4.32,674008200,9.78067E+12,eng,160,811,70,3/30/2002,Harvard University Press,"{''Shi'',''Poesía'',''Poetry'',''Congresses''}"
5429,Grasping God's Word: A Hands-On Approach to Reading  Interpreting  and Applying the Bible,J. Scott Duvall/J. Daniel Hays,4.17,310259665,9.78031E+12,en-US,462,811,68,08/02/05,Zondervan Publishing Company,{'Hermeneutics'}
5430,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,385499221,9.78039E+12,eng,112,809,93,06/06/00,Anchor,"{''Assassination'',''Family''}"
5431,A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.9,081257236X,9.78081E+12,eng,352,809,63,9/17/2001,Tor Books,{}
5432,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,4.22,141187069,9.78014E+12,en-GB,420,809,74,7/25/2002,Penguin Books,{}
5433,The Little Friend,Donna Tartt,3.46,747573646,9.78075E+12,eng,555,808,112,06/01/07,Bloomsbury,{'Revenge'}
5434,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,434009059,9.78043E+12,eng,1222,808,29,11/03/05,William Heinemann Ltd.,{}
5435,Kissing the Beehive (Crane's View  #1),Jonathan Carroll,3.7,575402911,9.78058E+12,eng,256,808,40,08/10/00,Orion,{}
5436,Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,4.04,849918723,9.78085E+12,en-US,239,808,41,03/01/07,W Publishing Group,"{''Christianity'',''Leadership''}"
5437,Sylvia,Leonard Michaels/Diane Johnson,3.86,374271070,9.78037E+12,eng,129,807,95,5/29/2007,Farrar  Straus and Giroux,{'Marriage'}
5438,My Life,Bill Clinton,3.73,375414576,9.78038E+12,en-US,957,807,49,6/22/2004,Knopf Publishing Group,"{''Families'',''Biografía'',''Presidents'',''Biography'',''Presidents'',''Nonfiction'',''Nonfiction'',''Nonfiction''}"
5440,The South,Colm Tóibín,3.6,140149864,9.78014E+12,eng,240,807,92,10/01/92,Penguin Books,{'Irish'}
5441,The Homecoming,Ray Bradbury/Dave McKean,4.08,60859628,9.78006E+12,en-US,56,806,98,8/30/2006,Collins Design,"{''Immortalism'',''Fiction''}"
5443,The King in the Window,Adam Gopnik/Omar Rayyan,3.6,786838949,9.78079E+12,en-US,410,805,108,10/15/2006,Miramax Books,"{''Mirrors'',''Fiction''}"
5337,Still Here: Embracing Aging  Changing and Dying,Ram Dass/Richard Alpert,4.11,1573228710,9.78157E+12,en-US,224,861,81,06/01/01,Riverhead Books,"{''Aging'',''Aging''}"
5482,Blame!  Vol. 7,Tsutomu Nihei,4.3,1595328408,9.7816E+12,eng,210,785,13,02/01/07,TokyoPop,
5444,Irish Girls Are Back in Town,Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin,3.74,743499263,9.78074E+12,eng,384,805,36,03/01/05,Gallery Books,{'Women'}
5445,The Origin of Species,Charles Darwin/Julian Huxley,3.98,451529065,9.78045E+12,eng,576,805,75,09/02/03,Signet Classics,"{''SCIENCE'',''Nonfiction'',''Évolution'',''Man''}"
5446,The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2),Francine Pascal/Kate William,3.94,553297945,9.78055E+12,eng,345,805,31,05/01/92,Bantam Books,
5447,Selected Letters  1940-1956,Jack Kerouac/Ann Charters,4.13,140234446,9.78014E+12,eng,656,804,21,03/01/96,Penguin (Non-Classics),{'Correspondence'}
5448,Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,3.64,786932724,9.78079E+12,eng,191,803,8,05/01/04,Wizards of the Coast,{}
5449,The Monkey,Stephen King/David Purdham,3.77,394299035,9.78039E+12,eng,2,801,44,10/28/1989,Random House Audio,{}
5450,Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,Lao Tzu/Ursula K. Le Guin/J.P. Seaton,4.3,1570623953,9.78157E+12,eng,125,800,91,10/20/1998,Shambhala,"{''China'',''Taoist'',''Commentaries'',''Philosophie'',''China'',''Taoísmo'',''Taoïsme'',''PHILOSOPHY'',''Taoismus'',''Philosophie''}"
5451,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,156001411,9.78016E+12,eng,377,799,107,9/28/1994,Harcourt,{}
5454,Danse Macabre (Anita Blake  Vampire Hunter  #14),Laurell K. Hamilton,3.82,425207978,9.78043E+12,en-US,483,798,52,6/27/2006,Berkley,{}
5455,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,374528667,9.78037E+12,eng,272,797,116,09/04/02,Farrar  Straus and Giroux,"{''Société'',''Politique''}"
5456,Hunger,Lan Samantha Chang,3.92,140288481,9.78014E+12,eng,192,797,72,01/01/00,Penguin Books,"{''Fiction'',''Fiction''}"
5457,Losing Joe's Place,Gordon Korman,4.05,590427695,9.78059E+12,eng,233,797,46,10/01/91,Scholastic Paperbacks,{}
5316,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,787968331,9.78079E+12,en-US,458,873,40,08/07/03,Jossey-Bass,{'Management'}
5459,Exemplary Stories,Miguel de Cervantes Saavedra/Lesley Lipson,3.72,192832433,9.78019E+12,eng,368,797,29,05/07/98,Oxford University Press,{'Fiction'}
5460,The Art of Maurice Sendak,Selma G. Lanes,4.43,810980630,9.78081E+12,eng,258,796,28,09/01/98,Harry N. Abrams,"{''Biography'',''Biography''}"
5461,The Wedding Night,Jayne Ann Krentz,3.45,1551668513,9.78155E+12,eng,256,795,23,11/23/2001,MIRA,{'Fiction'}
5462,Roses Are Red (Alex Cross  #6),James Patterson,4.04,316693251,9.78032E+12,eng,400,795,79,11/20/2000,Little  Brown and Company,"{''Thriller'',''Fiction'',''Police'',''OverDrive''}"
5463,The Death of Virgil,Hermann Broch/Jean Starr Untermeyer,4.19,679755489,9.78068E+12,eng,496,794,65,1/15/1995,Vintage,{}
5464,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,321303474,7.85342E+11,en-US,296,793,28,2/17/2005,Peachpit Press,
5465,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,014042234X,9.78014E+12,enm,1254,792,59,04/07/05,Penguin Classics,"{''Canterbury'',''Death'',''Adaptations'',''Manuscripts'',''Facsimiles'',''Storytelling''}"
