bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,subject
1118,The Blind Side: Evolution of a Game,Michael   Lewis,4.18,039306123X,9.78E+12,eng,304,24677,1924,9/17/2006,W. W. Norton  Company,{'Football'}
1119,The Lost Painting,Jonathan Harr,3.74,375759867,9.78E+12,en-US,320,24619,765,11/07/06,Random House Trade Paperbacks,"{'Betrayal', 'Nonfiction'}"
1120,Lunar Park,Bret Easton Ellis,3.7,375727272,9.78E+12,eng,404,24618,738,8/29/2006,Vintage,{'Novelists'}
1121,The Colorado Kid,Stephen King,3.32,843955848,9.78E+12,eng,178,24611,1970,2/20/2006,Hard Crime Case,{'Islands'}
1122,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,553578685,9.78E+12,eng,384,24599,518,1/30/2001,Bantam,{'Suspense'}
1123,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,425147517,9.78E+12,eng,419,24594,239,06/01/95,Berkley Books,{}
1124,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,316000957,9.78E+12,eng,202,24590,525,1/18/2008,Little  Brown Books for Young Readers,"{'Friendship', 'Spiders', 'Contests', 'Contests'}"
1125,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,312321198,9.78E+12,en-US,322,24522,4032,04/01/05,St. Martin's Griffin,{'Fiction'}
1126,Swapping Lives,Jane Green,3.58,670034800,9.78E+12,eng,410,24513,916,6/13/2006,Viking Adult,{}
1127,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,515128554,9.78E+12,eng,369,24451,537,12/05/00,Berkley Books,{}
1128,The Missing Piece (The Missing Piece  #1),Shel Silverstein,4.28,60256710,9.78E+12,eng,112,24366,746,1/24/2006,HarperCollins,{'Fiction'}
1129,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,4.16,446520594,9.78E+12,eng,217,24345,1914,03/12/96,Grand Central Publishing,"{'Nonfiction', 'Reincarnation', 'Reincarnation'}"
1130,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,3.76,140280553,9.78E+12,eng,420,24290,1323,11/01/00,Penguin Books (NYC),"{'Families', 'Families', 'Nonfiction', 'Astronomes', 'Nonfiction', 'Nuns', 'Family'}"
1131,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,785115315,9.78E+12,eng,152,24262,557,05/10/06,Marvel,{'Heroes'}
1132,Son of the Shadows (Sevenwaters  #2),Juliet Marillier,4.33,765343266,9.78E+12,eng,608,24253,1070,6/17/2002,Tor Books,{}
1133,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,3.76,743250621,9.78E+12,eng,389,24243,2326,10/10/05,Simon  Schuster,{}
1134,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,140369260,9.78E+12,eng,113,24181,242,05/01/95,Puffin Books,{}
1135,I Never Promised You a Rose Garden,Hannah  Green/Joanne Greenberg,3.87,451160312,9.78E+12,eng,288,24126,609,11/07/89,Signet,
1136,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,312194390,9.78E+12,eng,939,24108,822,9/15/1998,Griffin,{'Fiction'}
1137,How I Became a Pirate,Melinda Long/David Shannon,4.08,152018484,9.78E+12,eng,44,24098,586,09/01/03,HMH Books for Young Readers,"{'Romans', 'Family'}"
1138,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,553212419,9.78E+12,eng,1059,24087,554,8/26/1986,Bantam Classics,
1139,A Briefer History of Time,Stephen Hawking/Leonard Mlodinow,4.22,553804367,9.78E+12,eng,176,24035,828,9/27/2005,Bantam,"{'Time', 'Nonfiction', 'Kozmoloji'}"
1140,Beauty's Release (Sleeping Beauty  #3),A.N. Roquelaure/Anne Rice,3.71,452281458,9.78E+12,eng,238,23970,570,05/01/99,Penguin Books,{}
1141,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,385722435,9.78E+12,eng,208,23926,4356,9/17/2002,Anchor,"{'Islands', 'Fantasy'}"
1142,Are You Afraid of the Dark?,Sidney Sheldon,3.66,7165161,9.78E+12,eng,401,23924,681,07/01/05,HarperCollins Publishers,{'Fiction'}
1143,It's a Magical World (Calvin and Hobbes  #11),Bill Watterson,4.76,836221362,9.78E+12,eng,176,23875,303,09/01/96,Andrews McMeel Publishing,{'Tigers'}
1144,Brick Lane,Monica Ali,3.41,743243315,9.78E+12,eng,432,23848,1465,06/02/04,Scribner,"{'Muslimin', 'Adultery'}"
1145,Flush,Carl Hiaasen,3.88,375821821,9.78E+12,eng,263,23811,2348,9/13/2005,Alfred A. Knopf Books for Young Readers,"{'Fathers', 'Fiction'}"
1146,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,140449493,9.78E+12,eng,329,23683,472,1/29/2004,Penguin Classics,"{'Éthique', 'Virtue', 'Morale', 'History', 'Virtue', 'Philosophy', 'Virtue', 'Morale'}"
1147,Searching for God Knows What,Donald Miller,3.92,785263713,9.78E+12,eng,246,23657,692,10/11/04,Thomas Nelson,{}
1148,Play It As It Lays,Joan Didion/David Thomson,3.87,374529949,9.78E+12,eng,231,23656,1706,11/15/2005,Farrar  Straus and Giroux,{'Women'}
1149,Predator (Kay Scarpetta  #14),Patricia Cornwell,3.68,425210278,9.78E+12,eng,453,23630,842,10/01/06,Berkley Publishing Group,{'Fiction'}
1150,Critique of Pure Reason,Immanuel Kant/Paul Guyer/Allen W. Wood,3.94,521657296,9.78E+12,eng,796,23607,375,2/28/1999,Cambridge University Press,{}
1151,The Magic Finger,Roald Dahl/Quentin Blake,3.68,141311290,9.78E+12,eng,67,23558,1092,04/05/01,Puffin Books,"{'Fiction', 'Anger', 'Magic', 'Hunters'}"
1152,Have Space Suit—Will Travel,Robert A. Heinlein,3.9,1416505490,9.78E+12,eng,276,23541,661,02/08/05,Pocket Books,{'Fiction'}
1153,Enchantment,Orson Scott Card,3.9,345482409,9.78E+12,eng,422,23534,2199,5/31/2005,Del Rey,"{'Novela', 'Princesses', 'Novela', 'Princesses'}"
1154,Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,4.08,553479016,9.78E+12,eng,12,23534,390,12/29/1998,Random House Audio Publishing Group,"{'Research', 'Research', 'Research'}"
1155,Timequake,Kurt Vonnegut Jr.,3.72,99267543,9.78E+12,eng,219,23527,822,08/06/98,Vintage Classics,"{'Literature', 'Fiction', 'Fiction'}"
1156,Marvels,Kurt Busiek/Alex Ross,4.22,785100490,9.78E+12,eng,216,23519,482,01/10/07,Marvel Comics,{}
1157,Four Blondes,Candace Bushnell,2.82,080213825X,9.78E+12,eng,256,23409,877,06/08/01,Grove Press,"{'Solteras', 'Literature', 'Noviazgo', 'Fiction'}"
1158,Lord of Light,Roger Zelazny,4.1,60567236,9.78E+12,eng,296,23392,1104,3/30/2010,Harper Voyager,"{'Fiction', 'Fiction'}"
1159,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,415278481,9.78E+12,eng,688,23344,267,8/28/2003,Routledge,"{'Ontologie', 'Phénoménologie', 'Existentialism', 'Ontologie'}"
1160,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,312426216,9.78E+12,eng,359,23318,1704,6/27/2006,Picador USA,{}
1161,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,1579126952,9.78E+12,eng,317,23274,1053,3/30/2007,Black Dog & Leventhal Publishers,"{'Divorce', 'Fiction', 'Romance'}"
1162,Sole Survivor,Dean Koontz,3.78,553589490,9.78E+12,eng,403,23244,547,7/25/2006,Bantam Books,{}
1163,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,9.78E+12,eng,464,23199,1086,01/01/96,Signet,"{'Fiction', 'Fiction'}"
1164,A Virtuous Woman,Kaye Gibbons,3.69,375703063,9.78E+12,eng,165,23170,587,11/05/97,Vintage,{'Fiction'}
1165,The Postman Always Rings Twice,James M. Cain,3.8,752861743,9.78E+12,eng,116,23157,1287,09/09/10,Orion,"{'Murder', 'Fiction', 'Fiction', 'Ficción'}"
1166,Germinal,Émile Zola/Roger Pearson,4.13,140447423,9.78E+12,eng,592,23134,750,1/29/2004,Penguin Classics,"{'Literature', 'France', 'Miners'}"
1167,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,751503894,9.78E+12,eng,720,23114,1175,07/01/01,Little  Brown Book Group,"{'Fiction', 'Inquisition', 'Inquisition', 'Ficción'}"
1168,Battle Cry of Freedom,James M. McPherson,4.35,019516895X,9.78E+12,eng,867,23112,992,12/11/03,Oxford University Press  USA,"{'Sezessionskrieg', 'History'}"
1169,Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,399153934,9.78E+12,eng,511,23107,1295,11/01/07,Putnam Adult,"{'Novela', 'Suspense', 'Suspense', 'Fiction'}"
1170,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,671447548,9.78E+12,eng,445,23064,1191,05/12/82,Simon  Schuster,{'Presidents'}
1171,Friday,Robert A. Heinlein,3.84,345414004,9.78E+12,eng,384,23064,476,6/17/1997,Del Rey,{'Women'}
1172,Red Rabbit (Jack Ryan  #2),Tom Clancy,3.67,399148701,9.78E+12,eng,640,23018,514,8/26/2002,G.P. Putnam's Sons,"{'Belletristik', 'Intelligenzoffiziere', 'Thrillers', 'Assassination', 'Assassination', 'Suspense', 'Thrillers'}"
1173,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,142301515,9.78E+12,eng,471,22971,896,06/10/02,Firebird,{'Fantasy'}
1174,Chosen Prey (Lucas Davenport  #12),John Sandford,4.24,425182878,9.78E+12,en-US,383,22949,376,05/01/02,Berkley,"{'Fiction', 'Minneapolis'}"
1175,To Have and to Hold,Jane Green,3.63,767912276,9.78E+12,eng,352,22864,445,03/01/05,Broadway Books,"{'Psychological', 'Adultery', 'FICTION', 'Psychological'}"
1176,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.18,425165582,9.78E+12,eng,507,22863,491,10/01/98,Berkley Books,{'Horror'}
1177,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,1400044618,9.78E+12,eng,333,22847,1280,8/29/2006,Alfred A. Knopf,{'Literature'}
1178,Liar's Poker,Michael   Lewis,4.15,140143459,9.78E+12,eng,256,22843,936,10/01/90,Penguin Books,"{'Erlebnisbericht', 'Biography', 'Börsenspekulation', 'Biographies'}"
1179,This Boy's Life,Tobias Wolff,3.98,802136680,9.78E+12,eng,304,22828,1304,1/20/2000,Grove Press,{}
1180,Scarlet Feather,Maeve Binchy,3.96,451203771,9.78E+12,eng,549,22812,791,03/01/02,Signet,"{'Catering', 'Fiction'}"
1181,All Things Wise and Wonderful,James Herriot,4.41,312335288,9.78E+12,eng,448,22780,366,11/01/04,St. Martin's Griffin,{'Biography'}
1182,Shakespeare's Landlord (Lily Bard  #1),Charlaine Harris,3.76,425206866,9.78E+12,eng,216,22721,1111,11/01/05,Berkley,{}
1183,Warrior of the Light,Paulo Coelho,3.7,60527986,9.78E+12,en-US,142,22662,945,3/30/2004,HarperOne,{'Fiction'}
1184,Mr. Murder,Dean Koontz,3.76,425210758,9.78E+12,eng,493,22577,448,07/05/06,Berkley,{'Fiction'}
1185,Until I Find You,John Irving,3.63,345479726,9.78E+12,eng,820,22547,1371,5/30/2006,Ballantine Books,{'Fiction'}
1186,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501708,9.78E+12,eng,200,22435,741,01/03/06,VIZ Media LLC,"{'Notebooks', 'Students', 'Notebooks', 'Students'}"
1187,Bless Me  Ultima,Rudolfo Anaya,3.77,446675369,9.78E+12,en-US,290,22435,1912,04/01/99,Grand Central Publishing,"{'General', 'FICTION'}"
1188,Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,4.21,886773520,9.78E+12,eng,349,22431,736,06/06/89,DAW Books Inc,"{'Fiction', 'Fantasy'}"
1189,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,670886580,9.78E+12,eng,224,22378,1613,8/27/1999,Viking Children's Books,"{'Fiction', 'Fiction', 'Storytellers', 'Storytelling', 'Storytelling'}"
1190,The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,Guy Kawasaki,3.87,1591840562,9.78E+12,eng,240,22375,402,09/09/04,Portfolio,{'Unternehmensgründung'}
1191,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),Alexander McCall Smith,4.06,1400075718,9.78E+12,eng,256,22370,952,3/13/2007,Anchor,{'General'}
1192,Our Mutual Friend,Charles Dickens,4.07,375761144,9.78E+12,eng,801,22294,953,09/10/02,Modern Library,"{'Periodicals', 'Deception', 'Deception', 'Fiction', 'Materialism', 'Heirs'}"
1193,The Long Hard Road Out of Hell,Marilyn Manson/Neil Strauss,3.89,60987464,9.78E+12,eng,275,22293,1141,03/03/99,It Books,{'Biography'}
1194,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,3.62,452281431,9.78E+12,eng,233,22255,710,05/01/99,Penguin Books,"{'Adaptations', 'Fiction'}"
1195,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,60584033,9.78E+12,eng,312,22251,671,10/03/06,HarperCollins,"{'Thriller', 'Thriller'}"
1196,A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,4.3,689823827,9.78E+12,eng,67,22227,431,02/01/99,Simon & Schuster Books for Young Readers,{}
1197,Ready or Not (All-American Girl  #2),Meg Cabot,3.4,60724501,9.78E+12,eng,238,22149,737,08/01/05,HarperCollins Publishers,"{'Fiction', 'Presidents', 'Fiction', 'Sex'}"
1198,The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky,3.9,439405572,9.78E+12,eng,222,22125,1232,06/01/03,Scholastic Paperbacks,"{'Owls', 'Buhos', 'Fiction'}"
1199,No Second Chance,Harlan Coben,4.08,451210557,9.78E+12,eng,452,22104,1237,4/27/2004,Dutton Books,"{'Widowers', 'Fiction', 'Fiction'}"
1200,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,345455290,9.78E+12,eng,298,22091,746,4/26/2005,Del Rey,{}
1201,Wicked Ties (Wicked Lovers  #1),Shayla Black,3.96,425213617,9.78E+12,en-US,341,22055,1141,01/02/07,Berkley Heat,{}
1202,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,375422714,9.78E+12,eng,233,22026,912,4/19/2005,Pantheon,{}
1203,Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,4.03,1416916172,9.78E+12,eng,352,22023,395,06/01/06,Aladdin,"{'Family', 'Fiction', 'Family', 'Family'}"
1204,Maurice,E.M. Forster,4.03,393310329,9.78E+12,eng,256,21997,1005,12/17/2005,W. W. Norton  Company,{}
1205,Filth,Irvine Welsh,3.73,393318680,9.78E+12,eng,393,21997,643,9/17/1998,W. W. Norton  Company,"{'abuse', 'Murder', 'detective', 'detective'}"
1206,Ilium (Ilium  #1),Dan Simmons,4.03,380817926,9.78E+12,eng,752,21973,905,6/28/2005,HarperTorch,{'Fiction'}
1207,Rage of a Demon King (The Serpentwar Saga  #3),Raymond E. Feist,4.05,380974738,9.78E+12,en-US,436,21965,92,04/01/97,Avon Books,{'Fiction'}
1208,Gates of Fire,Steven Pressfield,4.42,055338368X,9.78E+12,eng,392,21934,1629,9/27/2005,Bantam,"{'General', 'History'}"
1209,Lord Jim,Joseph Conrad,3.62,1551111721,9.78E+12,eng,455,21925,838,11/07/00,Broadview Press Inc,"{'Indonesia', 'Oficiales', 'Dictionaries', 'Travel', 'Travel', 'Readers', 'Británicos', 'Fiction', 'Expiación', 'Congresses', 'Literatura', 'European', 'Literature', 'Ficción', 'Congresses'}"
1210,Cathedral,Raymond Carver,4.28,679723692,9.78E+12,eng,230,21895,894,6/18/1989,Vintage Contemporaries,{}
1211,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,4.31,034547581X,9.78E+12,eng,480,21876,451,11/23/2004,Presidio Press,"{'Erlebnisbericht', 'USA'}"
1212,Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda/Lewis Carroll,4.33,689847432,9.78E+12,en-US,12,21875,111,10/01/03,Little Simon,"{'Fantasy', 'Specimens'}"
1213,Winter's Tale,Mark Helprin,3.5,156031191,9.78E+12,eng,748,21851,3510,06/01/05,Mariner Books,"{'Fiction', 'Supernatural', 'Réincarnation', 'Supernatural', 'Reincarnation'}"
1214,The Heart of the Matter,Graham Greene,3.99,99478420,9.78E+12,eng,272,21842,891,10/07/04,Vintage Classics,{}
1215,The Mysteries of Pittsburgh,Michael Chabon,3.64,60790598,9.78E+12,eng,320,21823,1518,07/05/05,Harper Perennial,"{'Étudiants', 'Étudiants', 'bisexual'}"
1216,Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.13,1571740562,9.78E+12,eng,263,21800,225,12/03/05,Hampton Roads Publishing Company,"{'Spirituality', 'Knowableness', 'Miscellanea'}"
1217,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,3.93,446580287,9.78E+12,eng,388,21797,1002,8/28/2007,Grand Central Publishing,"{'Americans', 'Americans'}"
1218,Immortality,Milan Kundera/Peter Kussi,4.14,057114456X,9.78E+12,eng,400,21769,803,01/03/98,Faber and Faber,"{'Autopercepción', 'Fiction', 'Novela'}"
1219,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,345329457,9.78E+12,eng,184,21719,491,9/13/1991,Del Rey Books,{'Supernatural'}
1220,The Guy Not Taken: Stories,Jennifer Weiner,3.48,1416535209,9.78E+12,en-US,292,21715,1044,09/05/06,Atria Books,{'Fiction'}
1221,City of Golden Shadow (Otherland  #1),Tad Williams,3.91,886777631,9.78E+12,eng,780,21714,717,01/01/98,DAW Books,"{'Internet', 'Internet'}"
1222,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,4.19,1590303164,9.78E+12,eng,312,21673,1395,01/10/06,Shambhala Publications,"{'Kreativität', 'Kreativität', 'Reference', 'Authorship', 'Literaturproduktion'}"
1223,Mila 18,Leon Uris,4.29,553241605,9.78E+12,eng,563,21662,485,11/01/83,Bantam,{}
1224,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba/Alexis Kirsch,4.39,142150331X,9.78E+12,eng,204,21653,690,03/07/06,VIZ Media LLC,"{'Criminals', 'Criminals'}"
1225,The Moviegoer,Walker Percy,3.68,375701966,9.78E+12,eng,242,21634,1660,4/14/1998,Vintage Books USA,{'Stockbrokers'}
1226,The Complete Novels,Jane Austen,4.55,140259449,9.78E+12,eng,1344,21633,351,6/17/1996,Penguin,"{'manners', 'Romance', 'manners', 'History', 'Families', 'Sisters', 'manners'}"
1227,All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,4.22,385732953,9.78E+12,eng,188,21620,836,8/23/2005,Delacorte Press,{'Jewish'}
1228,Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,4.01,842332294,9.78E+12,eng,432,21603,261,5/20/2002,Tyndale House Publishers,"{'Adventure', 'Fiction'}"
1229,Journey to the End of the Night,Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann,4.23,811216543,9.78E+12,eng,453,21561,876,5/17/2006,New Directions,{'Roman'}
1230,Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09,553587080,9.78E+12,eng,495,21556,653,5/31/2005,Bantam Spectra,{'Fantasy'}
1231,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,3.88,553585975,9.78E+12,eng,1264,21524,635,03/04/03,Arlington House,"{'Economics', 'Quelle', 'Volkswirtschaftslehre'}"
1232,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.19,1400079098,9.78E+12,eng,251,21507,1664,03/08/05,Anchor,{'Family'}
1233,Deep Storm (Jeremy Logan  #1),Lincoln Child,3.87,385515502,9.78E+12,eng,370,21502,801,3/15/2007,Doubleday Books,"{'Atlantis', 'Thriller'}"
1234,Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,3.98,425194523,9.78E+12,eng,545,21489,636,02/03/04,G.P. Putnam's Sons,{}
1235,Fables  Vol. 6: Homelands,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28,1401205003,9.78E+12,eng,190,21472,637,1/27/2006,Vertigo,"{'Legends', 'Adaptations'}"
1236,The Terminal Man,Michael Crichton,3.36,60092572,9.78E+12,eng,266,21457,576,11/05/02,Avon,"{'Epilepsia', 'Ficción', 'Paranoia', 'Psychochirurgie'}"
1237,Main Street,Sinclair Lewis,3.77,375753141,9.78E+12,eng,454,21451,778,11/01/00,Modern Library,"{'FICTION', 'Fiction', 'Businessmen', 'Fiction', 'Conformity', 'Businesspeople'}"
1238,Atlantis Found (Dirk Pitt  #15),Clive Cussler,3.99,425204030,9.78E+12,eng,530,21436,584,10/26/2004,Berkley Trade,"{'Fiction', 'Mystery'}"
1239,The Walking Dead  Vol. 5: The Best Defense,Robert Kirkman/Charlie Adlard/Cliff Rathburn,4.29,158240612X,9.78E+12,eng,136,21435,841,4/21/2009,Image Comics,{'Survivalism'}
1240,The Bear and the Dragon (John Clark  #3),Tom Clancy,3.82,425180964,9.78E+12,eng,1137,21401,382,08/01/01,Berkley Books,{'Terrorism'}
1241,Wide Sargasso Sea,Jean Rhys,3.58,140274219,9.78E+12,eng,160,21384,1386,09/03/98,Penguin Books,"{'Creoles', 'Britanniques'}"
1242,The Innocent,Harlan Coben,3.96,045121577X,9.78E+12,eng,503,21382,1229,4/25/2006,Dutton,{'Fiction'}
1243,Interesting Times: The Play,Stephen Briggs/Terry Pratchett,4.15,413772195,9.78E+12,eng,102,21339,176,07/04/02,Bloomsbury Methuen Drama,{'Drama'}
1244,The Pursuit of Happyness,Chris Gardner,4.19,60744871,9.78E+12,eng,320,21292,756,10/24/2006,Amistad,{'Stockbrokers'}
1245,The Quiet Game (Penn Cage #1),Greg Iles,4.2,340686030,9.78E+12,eng,580,21288,1418,07/01/00,Coronet Books (GB),{'Fiction'}
1246,Barnyard Dance,Sandra Boynton,4.25,1563054426,9.78E+12,en-US,24,21265,480,10/01/93,Workman Publishing Company,"{'Dance', 'Fiction'}"
1247,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,3.83,425205967,9.78E+12,eng,352,21230,735,07/05/05,Berkley,"{'Fiction', 'Fiction'}"
1248,The Whipping Boy,Sid Fleischman/Peter Sís,3.57,60521228,9.78E+12,eng,90,21191,1162,4/15/2003,Greenwillow Books,"{'Thieves', 'Adventure', 'Childrens', 'Thieves', 'Thieves', 'Book', 'Teenagers', 'Thieves', 'Fiction', 'Adventure', 'YA', 'Tweens'}"
1249,The Woman Warrior,Maxine Hong Kingston,3.73,679721886,9.78E+12,eng,204,21189,1195,4/23/1989,Vintage Books USA,"{'Immigranten', 'Historical', 'General', 'Biographies', 'HISTORY', 'Family'}"
1250,Small Island,Andrea Levy,3.95,312424671,9.78E+12,eng,441,21165,1145,04/01/05,Picador USA,"{'Ehepaar', 'Jamaikaner', 'Jamaicans'}"
1251,Promise Me (Myron Bolitar  #8),Harlan Coben,3.99,451219244,9.78E+12,eng,504,21149,1138,3/27/2007,Dutton,{}
1252,Faithless (Grant County  #5),Karin Slaughter,4.12,440242916,9.78E+12,en-US,549,21130,708,7/25/2006,Dell Publishing Company,{}
1253,Street Magic (The Circle Opens  #2),Tamora Pierce,4.15,590396439,9.78E+12,eng,300,21070,286,11/15/2006,Scholastic,"{'Fantasy', 'Magic'}"
